Designator,Mid X,Mid Y,Rotation,Layer
,143.220721,-124.243458,270.0,top
C1,135.74,-69.57,130.0,top
C2,146.54,-98.445,90.0,top
C3,138.0397,-128.531987,50.0,top
J1,136.392031,-98.773815,351.0,top
R1,137.78,-72.06,310.0,top
R2,146.54,-101.445,270.0,top
R3,136.1397,-130.831987,230.0,top
TH1,138.0,-109.9,81.0,top
U1,139.4,-68.4,130.0,top
U2,150.292,-100.0,90.0,top
U3,139.4,-131.6,50.0,top
